person,signature,factoid,year,note,sentiment,geo_person,lat,lon,geo_factoid,factoid_lat,factoid_lon
"Flammand (""Flemming""), trader; Petquotting.","173,2",Bringing information on recent treaty on Maumee R.,1805,,NEUTRAL,Petquotting Creek,41.3981,-82.54906,Maumee River,41.69949,-83.45993
"Frey, Andreas; Warwick, Pa.","118,3",Visitor at Gnadenhutten,1755,,NEUTRAL,"Warwick, Pennsylvania",40.1651,-75.78382,Gnadenhutten,40.3584,-81.43428
"Frey, Henry; Bethlehem.","116,2",Coming to Gnadenhutten,1747,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Frey, Henry; Bethlehem.","116,2",Going to Bethlehem,1747,,NEUTRAL,Bethlehem,40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Fritt, justice; Dutchess Co., N.Y.","112,6",Appearing at Shekomeko No. 11,1744,,NEUTRAL,"Dutchess County, New York",41.76515,-73.74286,Shekomeko,41.92815,-73.59901
"Fuhrer, Valentine; Bethlehem.","116,1",Visitor at Gnadenhutten,1747,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Fuhrer, Valentine; Bethlehem.","116,2",Going to Bethlehem with Seidel,1747,,NEUTRAL,Bethlehem,40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Fuhrer, Valentine; Bethlehem.","116,2",Coming as messenger to Gnadenhutten,1747,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Fuhrer, Valentine; Bethlehem.","116,3",Messenger from Bethlehem,1748,,NEUTRAL,Bethlehem,40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Fuss, Lucas; Christiansbrunn.","118,3",Visitor at Gnadenhutten,1755,,NEUTRAL,"Christiansbrunn, Pennsylvania",39.95483,-75.99689,Gnadenhutten,40.3584,-81.43428
"Gambold, John; Salem, N.C.","171,4",Letter received at Goshen,1799,,NEUTRAL,"Salem, North Carolina",35.69874,-81.69704,Goshen,41.40204,-74.32432
"Geitner, Johann Georg; Bethlehem.","117,1",Visitor at Gnadenhutten,1750,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Geitner, Johann Georg; Bethlehem.","117,3",Arriving at Gnadenhutten,1752,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Geitner, Johann Georg; Bethlehem.","116,4",Present at Gnadenhutten for a funeral,1748,,NEGATIVE,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Goebeld, settler; Mahoning Cr.","117,2",Visitor at Gnadenhutten,1751,,NEUTRAL,Mahoning Creek,40.93312,-79.46115,Gnadenhutten,40.3584,-81.43428
"Gore, Francis, governor of Upper Canada.","163,1",Not stopping at Fairfield,1808,,POSITIVE,Upper Canada,44.05502,-79.48201,Fairfield,41.14121,-73.26373
"Gottachalk, Matthias Gottlieb; Bethlehem.","116,3",Delivering a letter at Gnadenhutten,1748,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Greer (""Grier""), Mary, m. n. Evrett; Gnadenhutten.","171,13",Visitor at Goshen,1803,,NEUTRAL,Gnadenhutten,40.3584,-81.43428,Goshen,41.40204,-74.32432
"Greer, Paul; Gnadenhutten.","171,4",To Goshen for H. Communion,1799,,NEUTRAL,Gnadenhutten,40.3584,-81.43428,Goshen,41.40204,-74.32432
"Gross, Andress; Bethlehem.","117,3",Taking over duties at Gnadenhutten,1752,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Gross, Andress; Bethlehem.","117,4",Business trip to Bethlehem,1753,,NEUTRAL,Bethlehem,40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Guenther, Jacob; Bethlehem.","116,7",Carrying letters to Gnadenhutten,1750,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Hagen, John Joachim; Neuwied.","173,1",Welcomed at Goshen,1804,,POSITIVE,Neuwied,50.4336,7.47057,Goshen,41.40204,-74.32432
"Haldiman, British general; Quebec.","151,1",Approves new settlement on Huron River,1782,,POSITIVE,Quebec,52.00017,-71.99907,Huron River,46.90992,-88.03679
"Haman, Adam; New Fairfield.","175,8",Letter rec. at Goshen,1821,,NEUTRAL,New Fairfield,39.50699,-84.97246,Goshen,41.40204,-74.32432
Hamilton.,"173,8",Visitor at Goshen,1811,,NEUTRAL,Hamilton,39.3995,-84.56134,Goshen,41.40204,-74.32432
"Hamilton, Henry.","147,7",British Governor at Detroit,1778,,NEUTRAL,Hamilton,39.3995,-84.56134,Detroit,42.33143,-83.04575
"Hamilton, Henry.","147,7",Accuses Zeisberger of reporting to Pittsburg,1778,,NEGATIVE,Hamilton,39.3995,-84.56134,Pittsburg,39.94677,-76.40302
"Hamilton, James, governor.","125,5",To have report on sale of gunpowder at Bethlehem No. 1,1763,,NEUTRAL,"Hamilton, Ohio",39.3995,-84.56134,Bethlehem,40.86173,-78.73031
"Hamilton, Presbyterian.","111,1",Argumentative visitor at Shekomeko,1745,,NEGATIVE,Hamilton,39.3995,-84.56134,Shekomeko,41.92815,-73.59901
"Harris, John, justice; Salisbury, Conn.","115,6",Bringing letters from New York,1757,,NEUTRAL,"Salisbury, Connecticut",41.98343,-73.42123,New York,43.00035,-75.4999
"Hasselmann, Bartholomaus; Bethlehem.","116,4",Reported to have arrived from Europe,1748,,NEUTRAL,Bethlehem,40.86173,-78.73031,Europe,45.27262,-86.98636
"Hasselmann, Bartholomaus; Bethlehem.","116,5",Visitor at Gnadenhutten,1749,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Hays, Jewish businessman; Litchfield Co., Conn. (""Hess?, Heyse?"").","115,9",Bringing letters from New York,1759,,NEUTRAL,"Litchfield County, Connecticut",41.74732,-73.18872,New York,43.00035,-75.4999
"Heber, Nicholas Klias; Nazareth.","172,1",Returning to Nazareth,1798,,NEUTRAL,Nazareth,40.74038,-75.30962,Nazareth,40.74038,-75.30962
"Heckedorn, Erhard; Christiansbrunn.","117,4",Delivering letters at Gnadenhutten,1753,,NEUTRAL,Christiansbrunn,39.95483,-75.99689,Gnadenhutten,40.3584,-81.43428
"Hege (al. ""Hoege""), Balthasar; Bethlehem.","117,3",Taking over duties at Gnadenhutten,1752,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Hege (al. ""Hoege""), Balthasar; Bethlehem.","117,4",Going to Bethlehem,1753,,NEUTRAL,Bethlehem,40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Hege (al. ""Hoege""), Balthasar; Bethlehem.","117,4",Going to Bethlehem,1753,,NEUTRAL,Bethlehem,40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Hehl, Matthaeus, Moravian bishop; Lititz, Pa.","144,10",Letter received at Gnadenhutten,1781,,NEUTRAL,"Lititz, Pennsylvania",40.15732,-76.3069,Gnadenhutten,40.3584,-81.43428
"Hehl, Matthaeus, Moravian bishop; Lititz, Pa.","144,11",Letter received at Gnadenhutten,1781,,NEUTRAL,"Lititz, Pennsylvania",40.15732,-76.3069,Gnadenhutten,40.3584,-81.43428
"Herbst, Johann Heinrich; Christiansbrunn.","117,4",Visitor at Gnadenhutten,1753,,NEUTRAL,"Christiansbrunn, Pennsylvania",39.95483,-75.99689,Gnadenhutten,40.3584,-81.43428
"Herzer, Johann Heinrich; Bethlehem.","116,1",Visitor at Gnadenhutten,1747,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Hirte, Martin; Bethlehem.","116,1",Visitor at Gnadenhutten,1747,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Hodel, Jacob; Gnadenhutten.","172,2",Sent to Pittsburg to assist travelling missionaries,1799,,NEUTRAL,Gnadenhutten,40.3584,-81.43428,Pittsburg,39.94677,-76.40302
"Hodel, Jacob; Gnadenhutten.","172,2",Trying to reach Gnadenhutten on horseback,1799,,POSITIVE,Gnadenhutten,40.3584,-81.43428,Gnadenhutten,40.3584,-81.43428
"Hodel, Jacob; Gnadenhutten.","172,2",Going to Gnadenhutten for supplies,1799,,NEUTRAL,Gnadenhutten,40.3584,-81.43428,Gnadenhutten,40.3584,-81.43428
"Hoeger, Carl Friedrich Andress, architect; Bethlehem.","118,1",Arriving at Gnadenhutten,1754,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Hoeger, Carl Friedrich Andress, architect; Bethlehem.","118,1",Returning to Bethlehem,1754,,NEUTRAL,Bethlehem,40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Hoff, neighbor at Goshen.","171,11",Taking diaries to Gnadenhutten,1802,,NEUTRAL,Goshen,41.40204,-74.32432,Gnadenhutten,40.3584,-81.43428
"Hoffmann, Johann Gottlob; Christiansbrunn.","117,2",Visitor at Gnadenhutten,1751,,NEUTRAL,"Christiansbrunn, Pennsylvania",39.95483,-75.99689,Gnadenhutten,40.3584,-81.43428
"Hoffmann, Johann Gottlob; Christiansbrunn.","121,6",Returned from N. Carolina,1754,,NEUTRAL,"Christiansbrunn, Pennsylvania",39.95483,-75.99689,Carolina,31.24073,-86.52774
"Hoffmann, Martinus; Dutchess Co., New York.","111,1",Helpful advice to Rauch 8/1740; Folder 7; In charge of mail for Shekomeko No. 2,1742,,POSITIVE,"Dutchess County, New York",41.76515,-73.74286,Shekomeko,41.92815,-73.59901
"Hoffmann, Matthaeus; Bethlehem.","116,4",Coming to Gnadenhutten to repair the mill dam,1748,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Hoffmann, Matthaeus; Bethlehem.","116,4",Returning to Bethlehem,1748,,NEUTRAL,Bethlehem,40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Hoffmann, Matthaeus; Bethlehem.","116,4",Coming to Gnadenhutten,1748,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Holter, Andreas, s. of John, Sr. and Barbara (Volck), Holter; Christiansbrunn.","117,4",Visitor at Gnadenhutten,1753,,NEUTRAL,Christiansbrunn,39.95483,-75.99689,Gnadenhutten,40.3584,-81.43428
"Holter, Andreas, s. of John, Sr. and Barbara (Volck), Holter; Christiansbrunn.","118,1",Coming from Christiansbrunn,1754,,NEUTRAL,Christiansbrunn,39.95483,-75.99689,Christiansbrunn,39.95483,-75.99689
"Holter, Andreas, s. of John, Sr. and Barbara (Volck), Holter; Christiansbrunn.","118,1",Going to Bethlehem,1754,,NEUTRAL,Christiansbrunn,39.95483,-75.99689,Bethlehem,40.86173,-78.73031
"Home, Mrs.; Dutchess Co., New York.","111,6",Not considered as buyer of Shekomeko land,1743,,NEUTRAL,"Dutchess County, New York",41.76515,-73.74286,Shekomeko,41.92815,-73.59901
