person,signature,factoid,year,note,sentiment,geo_person,lat,lon,geo_factoid,factoid_lat,factoid_lon
"Albrecht, Johann Andreas; Bethlehem.","117,4",Lovefeast for single brethren on his birthday,1753,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Allen, William, recorder chief justice; Philadelphia, Pa.","112,4",Acknowledging Moravians as a Protestant Church,1744-08-11,bis,NEUTRAL,"Philadelphia, Pennsylvania",39.95238,-75.16362,,,
"Allworth (""Alsworth""), James, Sichem; Litchfield Co., Conn.","115,3",Visitor at Pachgatgoch,1755,,NEUTRAL,"Litchfield County, Connecticut",41.74732,-73.18872,,,
"Allworth (""Alsworth""), James, Sichem; Litchfield Co., Conn.","115,11",Bringing mail to Pachgatgoch,1761,,NEUTRAL,"Litchfield County, Connecticut",41.74732,-73.18872,,,
"Ancrum, major, commandant at Detroit.","152,2",Painting a favorable picture of situation among the Indians,1786,,POSITIVE,Detroit,42.33143,-83.04575,,,
"Ancrum, major, commandant at Detroit.","152,2",To be consulted on sale of improvements,1786,,POSITIVE,Detroit,42.33143,-83.04575,,,
"Ancrum, major, commandant at Detroit.","152,2","Visitor to Ghutten, H.",1786,,NEUTRAL,Detroit,42.33143,-83.04575,,,
"Ancrum, major, commandant at Detroit.","152,2",Recip. of land grant from the King,1786,,POSITIVE,Detroit,42.33143,-83.04575,,,
"Ancrum, major, commandant at Detroit.","152,2",Dealing with Chippewa murderers,1786,,NEGATIVE,Detroit,42.33143,-83.04575,,,
"Anders, Anna Rosina; Bethlehem.","117,3",Visitor at Gnadenhutten,1752,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Anders, Anna Rosina; Bethlehem.","117,3",Interviews with single sisters,1752,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Anders, Anna Rosina; Bethlehem.","117,3",Conversation with Kuester's daughter,1752,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Anders, Anna Rosina; Bethlehem.","117,3",Visitor at Gnadenhutten,1752,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Anders, Anna Rosina; Bethlehem.","118,2",Visiting the Indian women,1754,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Anders, Anna Rosina; Bethlehem.","115,6",Asked to take care of Josua's daughter,1756-02,Suppl.,POSITIVE,Bethlehem,40.86173,-78.73031,,,
"Anders, Anna Rosina; Bethlehem.","115,11",Remembered,1761-??-10,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Anders, Anna Rosina; Bethlehem.","115,12",Reported to be at New/York,1762,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Anderson, trader; Pittsburg.","144,3",Member of delegation to the Shawnee,1774,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","144,3",Protected at Gekelemukpechunk,1774,,POSITIVE,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","141,8",Information on White Eye's dealings with the Congress,1776,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","144,1",Praises work of the brethren among the Indians,1773,,POSITIVE,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","141,4",Visitor,1773,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","141,5",Accompanied by White Eye on peace errand to Shawnee,1774,,POSITIVE,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","141,4",Forwards letters from Bethlehem and Lititz,1773,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","144,3",To be informed of new Shawnee war threats,1774,,NEGATIVE,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","141,5",Carrying letters and diary to Beth.,1774,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","144,5",no desc,1775,,NEGATIVE,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","144,5",no desc,1775,,NEGATIVE,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","147,1",Information on Congress' reply to White Eye,1776,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","144,7",Taking letters to Bethlehem,1776,,NEUTRAL,Pittsburg,39.94677,-76.40302,Bethlehem,40.86173,-78.73031
"Anderson, trader; Pittsburg.","144,7",To live at Goschachgunk as liaison man,1776,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","144,7",Returning,1776,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","147,2",To stay at Goschachgunk as liaison man,1776,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","144,9",Supplying merchandise,1777,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","141,9",Companions arriving from the Fort,1777,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","141,9",Return,1777,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","147,2",Trying to find an interpreter for the treaty,1776,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","144,7",Buys cattle for impending treaty,1776,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","147,2",Believes war coming,1776,,NEGATIVE,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","144,7",via Schonbrunn to Pittsburg,1776,,NEUTRAL,Pittsburg,39.94677,-76.40302,Pittsburg,39.94677,-76.40302
"Anderson, trader; Pittsburg.","144,2",Brings letters,1773,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","144,6",Coming with merchandise,1776,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Anderson, trader; Pittsburg.","144,9",To forward letters from Schmick,1777,,NEUTRAL,Pittsburg,39.94677,-76.40302,,,
"Antes, Henry; Bethlehem.","121,1",Conference with Zinzendorf,1742,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Antes, Henry; Bethlehem.","116,1",Visitor at Gnadenhutten,1747,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Antes, Henry; Bethlehem.","116,1",Conducting service,1747,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Antes, Henry; Bethlehem.","116,1",Idem,1747,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Antes, Henry; Bethlehem.","116,1",In conference with Mack,1747,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Antes, Henry; Bethlehem.","113,4",Accompanying Rauch,1746,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Antes, Henry; Bethlehem.","111,8",Ref. No. 3,1743,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Antes, Henry; Bethlehem.","127,1",Staying with refugee Christians,1764,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Antes, Henry; Bethlehem.","127,1",Going from Amboy to Staten Island,1764,,NEUTRAL,Bethlehem,40.86173,-78.73031,Staten Island,40.56233,-74.13986
"Antes, Henry; Bethlehem.","127,1",Taking letters to Staten Island,1764,,NEUTRAL,Bethlehem,40.86173,-78.73031,Staten Island,40.56233,-74.13986
"Antes, Henry; Bethlehem.","127,1",Returning to Bethlehem,1764,,NEUTRAL,Bethlehem,40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Arboe, Johann, mission agent at Bethlehem.","144,1",News of his death,1773,,NEGATIVE,Bethlehem,40.86173,-78.73031,,,
"Arboe, Johann; Bethlehem.","124,3",Visitor at Wechquetank,1762,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Arboe, Johann; Bethlehem.","125,3",Visitor at Nain,1763,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Ardin, James; Bethlehem.","117,1",Doing carpenter work at Gnadenhutten,1750,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Ardin, James; Bethlehem.","117,1",Work completed,1750,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Arndt, Jacob; Easton, Pa.","124,4",Guest at Wechquetank,1763-09-27,(Engl. Vers),NEUTRAL,"Easton, Pennsylvania",41.12728,-79.54088,,,
Arnold; Thames R. area resident.,"163,9",Funeral conducted by Denke,1812,,NEGATIVE,Thames River,42.31679,-82.44981,,,
"Askin, James; from Sandwich, Ont.","162,9",Attending services,1805,,NEUTRAL,"Sandwich, Ontario",42.28318,-83.05925,,,
"Askin, James; from Sandwich, Ont.","163,2",Collecting debts at Fairfield,1809,,NEUTRAL,"Sandwich, Ontario",42.28318,-83.05925,,,
"Askin, James; from Sandwich, Ont.","163,2",Collecting old debts at Fairfield,1809,,NEUTRAL,"Sandwich, Ontario",42.28318,-83.05925,,,
"Askin, John, Jun.; Malden, Ont.","157,1",Host to Oppelt family,1804,,NEUTRAL,"Malden, Ontario",42.08339,-83.04985,,,
"Aspich, dr.; Westmoreland Co., Pa.","173,2",Visitor at Goshen,1806,,NEUTRAL,"Westmoreland County, Pennsylvania",40.31073,-79.46696,Goshen,41.40204,-74.32432
"Aulman. 171,9   Visitor at Goshen   1801",,,,,NEUTRAL,Goshen,41.40204,-74.32432,,,
"Bachhoff, Ludolph Gottlieb; Bethlehem.","121,6",Welcoming visitors at Shamokin,1754,,POSITIVE,Bethlehem,40.86173,-78.73031,Shamokin,40.78897,-76.55885
"Bachhoff, Ludolph Gottlieb; Bethlehem.","121,6",Receiving medical care,1754,,POSITIVE,Bethlehem,40.86173,-78.73031,,,
"Bachhoff, Ludolph Gottlieb; Bethlehem.","117,4",Visitor at Gnadenhutten,1753,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Bachhoff, Ludolph Gottlieb; Bethlehem.","117,4",Leaving,1753,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Bachhoff, Ludolph Gottlieb; Bethlehem.","117,4",Visitor,1753,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Bagge, Lorens; Bethlehem.","118,3",Visitor at Gnadenhutten,1755,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Bagge, Lorens; Bethlehem.","118,3",Ref.,1755,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Bagge, Lorens; Bethlehem.","118,3",Visitor at Gnadenhutten,1755,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Bagge, Lorens; Bethlehem.","124,1",Visitor at Wechquetank,1760,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Barclay, Henry (""Bartoley""), chaplain; Schenectady, New York.","111,6",Seen by Pyrlaeus,1743,,NEUTRAL,"Schenectady, New York",42.81424,-73.93957,,,
"Bardwell; Kent, Conn.","115,12",Visitor at Pachgatgoch,1763,,NEUTRAL,Connecticut,41.66704,-72.66648,,,
"Barns; Litchfield Co., Conn.","115,2",Ref.,1754,,NEUTRAL,"Litchfield County, Connecticut",41.74732,-73.18872,,,
"Bawbee (""Papi""), dr.; Malden, Ontario.","174,3",Charge for visit at Thames R. No. 3,1803,,NEUTRAL,"Malden, Ontario",42.08339,-83.04985,Thames River,42.31679,-82.44981
"Bawbee, commissary at Detroit.","151,1",no desc,1781,,NEGATIVE,Detroit,42.33143,-83.04575,,,
"Bawbee, commissary at Detroit.","151,1",Friendly and helpful to captive missionaries,1781,,POSITIVE,Detroit,42.33143,-83.04575,,,
"Bawbee, commissary at Detroit.","151,1",Owner of land on Huron (Clinton) River,1782,,NEUTRAL,Detroit,42.33143,-83.04575,Clinton River,42.59476,-82.77547
"Bawbee, James (""Papi""); Sandwich.","163,12",Helpful and hospitable,1813,,POSITIVE,Sandwich,42.28318,-83.05925,,,
"Bawbee, James (""Papi""); Sandwich.","163,12",Idem,1813,,NEUTRAL,Sandwich,42.28318,-83.05925,,,
"Beatty, lieut. colonel; Cambridge, O.","173,9",Friendly visit with Mortimer,1812,,POSITIVE,Cambridge,40.03118,-81.58846,,,
"Beatty, lieut. colonel; Cambridge, O.","173,9",Receiving report from Mortimer of visit of suspicious individuals from his county,1812,,NEGATIVE,Cambridge,40.03118,-81.58846,,,
"Beatty, lieut. colonel; Cambridge, O.","173,9",Giving helpful advice   1812    Note,,,POSITIVE,Cambridge,40.03118,-81.58846,,,
"Beaver, surveyor; Georgetown.","172,2",Meeting his Moravian friends in the woods,1799,,POSITIVE,Georgetown,47.49989,-53.21478,,,
"Beaver, surveyor; Georgetown.","171,6",Visitor at Goshen,1800,,NEUTRAL,Georgetown,47.49989,-53.21478,Goshen,41.40204,-74.32432
"Beaver, surveyor; Georgetown.","171,7",Friend &amp; visitor at Goshen,1800,,POSITIVE,Georgetown,47.49989,-53.21478,Goshen,41.40204,-74.32432
"Bechtel, Johann; Bethlehem.","118,1",Coming to Gnadenhutten as investigator,1754,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Bechtel, Johann; Bethlehem.","117,1",Visitor at Gnadenhutten,1750,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Bechtel, Johann; Bethlehem.","117,1",Returning to Bethlehem,1750,,NEUTRAL,Bethlehem,40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Bechtel, Johann; Bethlehem.","117,3",Visitor at Gnadenhutten,1752,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Bechtel, Johannes; Germantown, Pa.","112,6",Present at Bethlehem for Prayer Day No. 12,1744,,NEUTRAL,"Germantown, Pennsylvania",39.76927,-77.14804,,,
"Bechtel, Johannes; Germantown, Pa.","112,16",Letter to Gottlob and Anna Margareta Buttner No. 1,1745,,NEUTRAL,"Germantown, Pennsylvania",39.76927,-77.14804,,,
"Bechtel, Johannes; Germantown, Pa.","112,2",His good name defended,1744,,POSITIVE,"Germantown, Pennsylvania",39.76927,-77.14804,,,
"Bechtel, Johannes; Germantown, Pa.","111,7",Ordination mentioned No. 3,1742,,NEUTRAL,"Germantown, Pennsylvania",39.76927,-77.14804,,,
"Bechtel, Johannes; Germantown, Pa.","111,8",Inquiry about him No. 7,1743,,NEUTRAL,"Germantown, Pennsylvania",39.76927,-77.14804,,,
"Beckel (Boockel), Fredrick; Bethlehem.","144,10",Died,1781,,NEGATIVE,Bethlehem,40.86173,-78.73031,,,
"Beckwith.   172,2   Innkeeper on Sideling Hill  1799    bis",,,,,NEUTRAL,Sideling Hill,39.87231,-78.2089,,,
"Bellegrucks, resident; Dutchess Co., New York.","112,13",Ref.,1745,,NEUTRAL,"Dutchess County, New York",41.76515,-73.74286,,,
"Benade, Andress; Bethlehem, Pa.","172,5",Ref. No. 1,1805,,NEUTRAL,"Bethlehem, Pennsylvania",40.86173,-78.73031,,,
"Benade, Andress; Bethlehem, Pa.","172,5", No. 7,1805,,NEUTRAL,"Bethlehem, Pennsylvania",40.86173,-78.73031,,,
"Benade, Andrew; Bethlehem.","163,8",Ref.,1812,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Benade, Andrew; Bethlehem.","177,16",Rememb. by Luckenbach No. 2,1804,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Benezet, Anthony, Quaker; Philadelphia, Pa.","131,11",Signer of letter to Friedenshutten Christians No. 10,1772,,NEUTRAL,"Philadelphia, Pennsylvania",39.95238,-75.16362,,,
"Benezet, Anthony; Philadelphia.","127,2",Inquiring about the Indians at the Barracks,1764,,NEUTRAL,Philadelphia,39.95238,-75.16362,,,
"Benezet, Daniel; Philadelphia.","127,2",Attending a burial on Pottersfield,1764,,NEUTRAL,Philadelphia,39.95238,-75.16362,,,
"Benezet, Daniel; Philadelphia.","127,2",Donation of maple-wood to the Indians,1764,,NEUTRAL,Philadelphia,39.95238,-75.16362,,,
"Benezet, Daniel; Philadelphia.","127,2",Visited by Grubes,1764,,NEUTRAL,Philadelphia,39.95238,-75.16362,,,
"Benezet, Daniel; Philadelphia.","125,5    Furnishing gunpowder    1763    No. 4",,,,NEUTRAL,Philadelphia,39.95238,-75.16362,,,
"Benezet, John Stephen; Philadelphia, Pa.","115,6",Ref.,1756,,NEUTRAL,"Philadelphia, Pennsylvania",39.95238,-75.16362,,,
"Benson; Litchfield Co., Conn.","115,11",Asking for certificate of membership in the Moravian Church,1761,,NEUTRAL,"Litchfield County, Connecticut",41.74732,-73.18872,,,
"Benson; Litchfield Co., Conn.","115,11",Surprising Mack with a load of firewood,1762,,POSITIVE,"Litchfield County, Connecticut",41.74732,-73.18872,,,
"Bernhardt, Wenzel; Nazareth.","118,1",Helping in building operations at Gnadenhutten,1754,,POSITIVE,Nazareth,40.74038,-75.30962,,,
"Bernhardt, Wenzel; Nazareth.","117,2",Visitor at Gnadenhutten,1751,,NEUTRAL,Nazareth,40.74038,-75.30962,Gnadenhutten,40.3584,-81.43428
"Bernhardt, Wenzel; Nazareth.","117,4",Visitor at Gnadenhutten,1753,,NEUTRAL,Nazareth,40.74038,-75.30962,Gnadenhutten,40.3584,-81.43428
"Bernhardt, Wenzel; Nazareth.","117,4",Visiting the homes of the Indians,1753,,NEUTRAL,Nazareth,40.74038,-75.30962,,,
"Beroth, Johannes; Christiansbrunn.","116,5",Coming to Gnadenhutten,1749,,NEUTRAL,Christiansbrunn,39.95483,-75.99689,Gnadenhutten,40.3584,-81.43428
"Beroth, Johannes; Christiansbrunn.","116,5",Ploughing cornland,1749,,NEUTRAL,Christiansbrunn,39.95483,-75.99689,,,
"Beroth, Johannes; Christiansbrunn.","116,6",Going to Bethlehem,1749,,NEUTRAL,Christiansbrunn,39.95483,-75.99689,Bethlehem,40.86173,-78.73031
"Beroth, Johannes; Christiansbrunn.","116,6",Ref.,1749,,NEUTRAL,Christiansbrunn,39.95483,-75.99689,,,
"Beroth, Johannes; Christiansbrunn.","116,6",Ref.,1749,,NEUTRAL,Christiansbrunn,39.95483,-75.99689,,,
Best; Ontario resident.,"163,10",Donation of buckwheat flour for lovefeast buns,1814,,NEUTRAL,Fort Ontario,43.46833,-76.50583,,,
"Beyer, Friedrich; Bethlehem.","118,2",Coming to Gnadenhutten for carpenter work,1754,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Beyer, Friedrich; Bethlehem.","118,2",Working on the Gemeinhaus roof,1754,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Beyer, Friedrich; Bethlehem.","118,2",Going to Bethlehem,1754,,NEUTRAL,Bethlehem,40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Bez, Andreas; Bethlehem.","121,5",Arriving at Shamokin,1749,,NEUTRAL,Bethlehem,40.86173,-78.73031,Shamokin,40.78897,-76.55885
"Bez, Andreas; Bethlehem.","121,5",To Tulpehocken for supplies,1749,,NEUTRAL,Bethlehem,40.86173,-78.73031,Tulpehocken,39.71334,-74.56316
"Bez, Andreas; Bethlehem.","121,5",Returning,1749,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Bez, Andreas; Bethlehem.","121,5",Defended against unjust charges,1750,,NEGATIVE,Bethlehem,40.86173,-78.73031,,,
"Bez, Andreas; Bethlehem.","121,5",Idem,1750,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Biler, colonel; Butler Co., O.","177,9",Ref.,1806,,NEUTRAL,"Butler County, Ohio",39.43865,-84.57566,,,
"Biler, colonel; Butler Co., O.","177,9",Suggesting visit to a dying settler,1806,,NEUTRAL,"Butler County, Ohio",39.43865,-84.57566,,,
"Binder, Catharine; Bethlehem.","117,4",Visitor at Gnadenhutten,1753,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Binder, Catharine; Bethlehem.","117,4",Religious conversations,1753,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Binder, Catharine; Bethlehem.","117,4",Returning to Bethlehem,1753,,NEUTRAL,Bethlehem,40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Bininger, Abraham; Bethlehem.","162,14",Helpful to Schnall,1801,,POSITIVE,Bethlehem,40.86173,-78.73031,,,
"Bischoff, Johann David; Bethlehem, Pa.","111,7",Ref. No. 3,1742,,NEUTRAL,"Bethlehem, Pennsylvania",40.86173,-78.73031,,,
"Bischoff, Johann David; Bethlehem, Pa.","111,5",Ref. B,1743,,NEUTRAL,"Bethlehem, Pennsylvania",40.86173,-78.73031,,,
"Bischoff, Johann David; Bethlehem, Pa.","112,6",Ref. No. 3,1744,,NEUTRAL,"Bethlehem, Pennsylvania",40.86173,-78.73031,,,
"Bischoff, Johann David; Bethlehem, Pa.","112,12",Reporting on his journey to Shekomeko,1745,,NEUTRAL,"Bethlehem, Pennsylvania",40.86173,-78.73031,Shekomeko,41.92815,-73.59901
"Bless, Abraham; Bethlehem.","118,1",Coming to Gnadenhutten for business,1754,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Block, Matthaeus; Germantown.","124,6",Furnishing an alibi to Christian Indians No. 3,1763,,NEUTRAL,Germantown,39.76927,-77.14804,,,
"Boehler, Elizabeth.","118,3",Gemein-Jungerin,1755,,NEUTRAL,Elizabeth,40.66399,-74.2107,,,
"Boehler, Elizabeth.","125,1",Visitor at Nain,1758,,NEUTRAL,Elizabeth,40.66399,-74.2107,,,
"Boehler, Elizabeth.","124,2",Speaking the Wechquetank women,1761,,NEUTRAL,Elizabeth,40.66399,-74.2107,,,
"Boehler, Elizabeth.","125,3",Remembered on her birthday,1762,,NEUTRAL,Elizabeth,40.66399,-74.2107,,,
"Boehler, Elizabeth (""Liesol"").","118,1",Arriving at Gnadenhutten,1754,,NEUTRAL,Elizabeth,40.66399,-74.2107,Gnadenhutten,40.3584,-81.43428
"Boehler, Elizabeth (""Liesol"").","118,1",Assisting in Holy Communion,1754,,NEUTRAL,Elizabeth,40.66399,-74.2107,,,
"Boehler, Elizabeth (""Liesol"").","118,2",Visiting the Indian women,1754,,NEUTRAL,Elizabeth,40.66399,-74.2107,,,
"Boehler, Elizabeth (""Liesol"").","117,4",Visitor at Gnadenhutten,1753,,NEUTRAL,Elizabeth,40.66399,-74.2107,Gnadenhutten,40.3584,-81.43428
"Boehler, Elizabeth (""Liesol"").","117,4",Leaving,1753,,NEUTRAL,Elizabeth,40.66399,-74.2107,,,
"Boehler, Elizabeth, m. n. Hopson (called Liesol).","131,8",Greetings to Frhutten,1771,,POSITIVE,Elizabeth,40.66399,-74.2107,,,
"Boehler, Wilhelm; Bethlehem, Pa.","115,3",Arriving at Pachgatgoch,1755,,NEUTRAL,"Bethlehem, Pennsylvania",40.86173,-78.73031,,,
"Boehler, Wilhelm; Bethlehem, Pa.","115,3",Planting corn,1755,,NEUTRAL,"Bethlehem, Pennsylvania",40.86173,-78.73031,,,
"Boehler, Wilhelm; Bethlehem, Pa.","115,3",Returning to Bethlehem,1755,,NEUTRAL,"Bethlehem, Pennsylvania",40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Boehler, Wilhelm; Bethlehem, Pa.","115,15",Accompanying Petrus Boehler to Europe No. 14,1755,,NEUTRAL,"Bethlehem, Pennsylvania",40.86173,-78.73031,Europe,45.27262,-86.98636
"Boehnisch, Friedrich, missionary; Greenland.","116,6",Visitor at Gnadenhutten,1749,,NEUTRAL,Greenland,72.0,-40.0,Gnadenhutten,40.3584,-81.43428
"Boehnisch, Friedrich, missionary; Greenland.","116,6",Leaving,1749,,NEUTRAL,Greenland,72.0,-40.0,,,
"Boemper, Abraham; Bethlehem.","116,3",Accompanying Spangenberg to Gnadenhutten,1748,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Boemper, Abraham; Bethlehem.","116,6",Visitor at Gnadenhutten,1749,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Boemper, Abraham; Bethlehem.","122,3",Visitor at Meniolagomeka,1753,,NEUTRAL,Bethlehem,40.86173,-78.73031,,,
"Boemper, Abraham; Bethlehem.","117,1",Visitor at Gnadenhutten,1750,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Boghardus, captain; Dutchess Co., N.Y.","115,12",Ref.,1762,,NEUTRAL,"Dutchess County, New York",41.76515,-73.74286,,,
"Bohler, Elizabeth.","115,9",Arriving at Pachgatgoch,1760,,NEUTRAL,Elizabeth,40.66399,-74.2107,,,
"Bohler, Elizabeth.","115,9",Visiting Indian homes,1760,,NEUTRAL,Elizabeth,40.66399,-74.2107,,,
"Bohler, Elizabeth.","115,9",Continuing journey to Sichem,1760,,NEUTRAL,Elizabeth,40.66399,-74.2107,,,
"Bohler, Elizabeth.","115,11","Liesel, remembered",1761,,NEUTRAL,Elizabeth,40.66399,-74.2107,,,
"Bohler, Elizabeth.","115,11",Remembered,1761,,NEUTRAL,Elizabeth,40.66399,-74.2107,,,
