person,signature,factoid,year,note,sentiment,geo_person,lat,lon,geo_factoid,factoid_lat,factoid_lon
"Allen, Nathan, living at the Finery.","161,2",Visitor at Fairfield,1795,,NEUTRAL,,,,Fairfield,41.14121,-73.26373
"Anders, Anna Rosina; Bethlehem.","117,3",Visitor at Gnadenhutten,1752,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Anders, Anna Rosina; Bethlehem.","117,3",Visitor at Gnadenhutten,1752,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
Anderson.,"131,2",Visitor at Wyalusing,1765,,NEUTRAL,,,,Wyalusing,41.66813,-76.26188
Anderson.,"131,5",Offering to take mail to Bethlehem,1768,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
Anderson.,"131,6",Going to Wajomick,1769,,NEUTRAL,,,,Wajomik,42.95008,-82.11651
"Anderson (?), captain; Philipsburg, N.J.","125,5",Customer at the Bethlehem store No. 4,1763,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Anderson, capt., Royal Navy.","152,2",Returning to Detroit,1786,,NEUTRAL,,,,Detroit,42.33143,-83.04575
"Anderson, Charles.","118,5",Arrival at Gnadenhutten No. 23,1755,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Anderson, Charles.","118,3",Returning to Gnadenhutten,1755,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Anderson, Charles.","118,5",Journey to Gnadenhutten in heavy rain No. 24,1755,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Anderson, Charles.","118,3",Coming to Gnadenhutten,1755,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Anderson, Charles.","118,3",Taking up residence at Gnadenhutten,1755,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Anderson, member of Ohio presbytery.","157,11",Met by Luckenbach at Upper Sandusky,1808,,NEUTRAL,,,,Upper Sandusky,40.82728,-83.28131
"Anderson, trader; Pittsburg.","144,7",Taking letters to Bethlehem,1776,,NEUTRAL,Pittsburg,39.94677,-76.40302,Bethlehem,40.86173,-78.73031
"Anderson, trader; Pittsburg.","144,7",via Schonbrunn to Pittsburg,1776,,NEUTRAL,Pittsburg,39.94677,-76.40302,Pittsburg,39.94677,-76.40302
"Andreas, Abraham.","116,1",Returning to Bethlehem,1747,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Antes, Christina, m. n. De W[?], w. of Henry Antes.","116,1",Coming to Gnadenhutten,1747,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Antes, Christina, m. n. De W[?], w. of Henry Antes.","116,1",Returning to Bethlehem,1747,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Antes, Henry.","116,7",Coming to Gnadenhutten,1750,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Antes, Henry.","116,6",Visitor at Gnadenhutten,1749,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Antes, Henry.","116,5",Arriving at Gnadenhutten,1749,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Antes, Henry.","116,5",Coming to Gnadenhutten,1749,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Antes, Henry.","116,1",Coming to Gnadenhutten,1747,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Antes, Henry.","116,2",Returning to Bethlehem,1747,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Antes, Henry.","116,3",First arrival at Gnadenhutten remembered,1748,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Antes, Henry; Bethlehem.","116,1",Visitor at Gnadenhutten,1747,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Antes, Henry; Bethlehem.","127,1",Going from Amboy to Staten Island,1764,,NEUTRAL,Bethlehem,40.86173,-78.73031,Staten Island,40.56233,-74.13986
"Antes, Henry; Bethlehem.","127,1",Taking letters to Staten Island,1764,,NEUTRAL,Bethlehem,40.86173,-78.73031,Staten Island,40.56233,-74.13986
"Antes, Henry; Bethlehem.","127,1",Returning to Bethlehem,1764,,NEUTRAL,Bethlehem,40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Apte, lieutenant.","144,3",Schmick's guest at Gnadenhutten,1774,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Apty, Thomas, major.","131,1",Involved in incident near Bethlehem,1765,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Apty, Thomas; Philadelphia.","127,1",Delivering letters at Province Island,1763,,NEUTRAL,,,,Province Island,39.88539,-75.22907
"Ardin, James; Bethlehem.","117,1",Doing carpenter work at Gnadenhutten,1750,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
Arnold.,"171,1","Tunker, owner of a sawmill on Thames River",1798,,NEUTRAL,,,,"Thames River, Ontario",42.31679,-82.44981
"Askin, John, Junior.","155,3",Visitor from Detroit,1790,,NEUTRAL,,,,Detroit,42.33143,-83.04575
"Aspich, dr.; Westmoreland Co., Pa.","173,2",Visitor at Goshen,1806,,NEUTRAL,"Westmoreland County, Pennsylvania",40.31073,-79.46696,Goshen,41.40204,-74.32432
"Athen, Arion.","151,6",Bearer of news on Gnadenhutten massacre 8A,1782,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Athen, Thomas.","151,6",Bearer of news on Gnadenhutten massacre 8A,1782,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Bachhoff, Ludolph Gottlieb.","121,6",Deciding to return to Bethlehem,1754,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Bachhoff, Ludolph Gottlieb; Bethlehem.","121,6",Welcoming visitors at Shamokin,1754,,POSITIVE,Bethlehem,40.86173,-78.73031,Shamokin,40.78897,-76.55885
"Bachhoff, Ludolph Gottlieb; Bethlehem.","117,4",Visitor at Gnadenhutten,1753,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Bader, Philipp Christian; Bethlehem.","117,3",Arriving at Gnadenhutten,1752,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Bagge, Lorens; Bethlehem.","118,3",Visitor at Gnadenhutten,1755,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Bagge, Lorens; Bethlehem.","118,3",Visitor at Gnadenhutten,1755,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Bagge, Traugott (prob.).","161,3",Moravian in North Carolina,1798,,NEUTRAL,,,,North Carolina,35.50069,-80.00032
"Bailey, Joseph; Bethlehem.","118,3",Visitor at Gnadenhutten,1755,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Baldwin, dr.","163,8",Giving treatments at Fairfield,1811,,POSITIVE,,,,Fairfield,41.14121,-73.26373
"Bardill, John.","175,8",Arriving at Goshen,1821,,NEUTRAL,,,,Goshen,41.40204,-74.32432
"Bardill, John.","175,8",Visiting at Beersheba,1821,,NEUTRAL,,,,Beersheba,35.03791,-81.31925
"Bardill, John.","175,8",Service at Sharon,1821,,NEUTRAL,,,,Sharon,39.73618,-81.5654
"Bardill, John.","175,8",Seeing no sense in continuing his service at Goshen,1821,,NEGATIVE,,,,Goshen,41.40204,-74.32432
"Bardill, John.","175,8",Visiting Proske at Gnadenhutten,1821,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Bardill, John.","175,8",Letter from his son in Nazareth,1821,,NEUTRAL,,,,Nazareth,40.74038,-75.30962
"Baumgarten, Johann Georg.","118,3",Destined to go to N. Carolina,1755,,NEUTRAL,,,,Carolina,31.24073,-86.52774
Baumler.,"175,4","Description of his new settlement at Zoar, Tuscarawas Co., Ohio",1918,,NEUTRAL,,,,"Tuscarawas County, Ohio",40.44096,-81.47377
"Baus, Christoph.","116,2",Coming to Gnadenhutten,1747,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Baus, Christoph.","119,1",Selected for position in Gnadenhutten economy No. 2,1747-10-29,st. vet.,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Baus, Christoph.","116,3",Going to Bethlehem,1748,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Baus, Magdalena.","116,3",Going to Bethlehem,1748,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Baus, Magdalena, m. n. Frey, w. of Christoph Baus.","116,2",Coming to Gnadenhutten,1747,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Baus, Magdalena, m. n. Frey, w. of Christoph Baus.","116,3",Not taken to Bethlehem by her brother,1748,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Bawbee (""Papi""), dr.; Malden, Ontario.","174,3",Charge for visit at Thames R. No. 3,1803,,NEUTRAL,"Malden, Ontario",42.08339,-83.04985,Thames River,42.31679,-82.44981
"Bawbee, commissary at Detroit.","151,1",Owner of land on Huron (Clinton) River,1782,,NEUTRAL,Detroit,42.33143,-83.04575,Clinton River,42.59476,-82.77547
"Bawbee, James.","162,6","First Councellor of Upper Canada, going to York",1802,,NEUTRAL,,,,"Upper Canada, Ontario",44.05502,-79.48201
"Bay, colonel.","173,9",Urged to provide a steady guard for Goshen,1812,,NEUTRAL,,,,Goshen,41.40204,-74.32432
"Bay, colonel.","173,9",Believed it unnecessary to have a guard at Goshen,1812,,NEUTRAL,,,,Goshen,41.40204,-74.32432
"Beaver, surveyor; Georgetown.","171,6",Visitor at Goshen,1800,,NEUTRAL,Georgetown,47.49989,-53.21478,Goshen,41.40204,-74.32432
"Beaver, surveyor; Georgetown.","171,7",Friend &amp; visitor at Goshen,1800,,POSITIVE,Georgetown,47.49989,-53.21478,Goshen,41.40204,-74.32432
"Bechtel, Dorothea, d. of Johann Bechtel.","117,4",Visitor at Gnadenhutten,1753,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Bechtel, Johann.","118,1",Returning to Bethlehem,1754,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Bechtel, Johann.","127,2",Visitor at the Philadelphia Barracks,1764,,NEUTRAL,,,,Philadelphia,39.95238,-75.16362
"Bechtel, Johann; Bethlehem.","118,1",Coming to Gnadenhutten as investigator,1754,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Bechtel, Johann; Bethlehem.","117,1",Visitor at Gnadenhutten,1750,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Bechtel, Johann; Bethlehem.","117,1",Returning to Bethlehem,1750,,NEUTRAL,Bethlehem,40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Bechtel, Johann; Bethlehem.","117,3",Visitor at Gnadenhutten,1752,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Beck, Christian; Nazareth.","175,8",Bringing the Bardills to Goshen,1821,,NEUTRAL,,,,Goshen,41.40204,-74.32432
"Beck, Christian; Nazareth.","175,8",Returning to Nazareth,1821,,NEUTRAL,,,,Nazareth,40.74038,-75.30962
"Beck, Heinrich; Allemaengel.","116,7",Visitor at Gnadenhutten,1750,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Beckman, Henry.","111,1",Informed of arrival of missionaries at New York,1744,,NEUTRAL,,,,New York,43.00035,-75.4999
"Bemford, John Heinrich.","173,7","Bapt. Goshen, Mortimer",1810,,NEUTRAL,,,,Goshen,41.40204,-74.32432
"Bender, George Philip, German farmer; Niagara Falls, Ont.","172,3",Mortimer's host at Niagara Falls No. 2,1798,,NEUTRAL,,,,Niagara Falls,43.08342,-79.06627
"Benzien, Christian Ludwig, Moravian minister; Salem, N.C.","171,4",Letter received at Goshen,1799,,NEUTRAL,,,,Goshen,41.40204,-74.32432
"Benzien, Christian Ludwig, Moravian minister; Salem, N.C.","171,11",Letter received at Goshen,1802,,NEUTRAL,,,,Goshen,41.40204,-74.32432
"Benzien, Christian Thomas.","118,1",Visitor at Gnadenhutten,1754,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Bernhardt, Wenzel; Nazareth.","117,2",Visitor at Gnadenhutten,1751,,NEUTRAL,Nazareth,40.74038,-75.30962,Gnadenhutten,40.3584,-81.43428
"Bernhardt, Wenzel; Nazareth.","117,4",Visitor at Gnadenhutten,1753,,NEUTRAL,Nazareth,40.74038,-75.30962,Gnadenhutten,40.3584,-81.43428
"Beroth, Johannes.","117,4",Visitor at Gnadenhutten,1753,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Beroth, Johannes; Christiansbrunn.","116,5",Coming to Gnadenhutten,1749,,NEUTRAL,Christiansbrunn,39.95483,-75.99689,Gnadenhutten,40.3584,-81.43428
"Beroth, Johannes; Christiansbrunn.","116,6",Going to Bethlehem,1749,,NEUTRAL,Christiansbrunn,39.95483,-75.99689,Bethlehem,40.86173,-78.73031
"Best, Samuel.","175,2",Buried at New Philadelphia,1816,,NEUTRAL,,,,"New Philadelphia, Ohio",40.48979,-81.44567
"Beyer, Friedrich; Bethlehem.","118,2",Going to Bethlehem,1754,,NEUTRAL,Bethlehem,40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Bez, Andreas; Bethlehem.","121,5",Arriving at Shamokin,1749,,NEUTRAL,Bethlehem,40.86173,-78.73031,Shamokin,40.78897,-76.55885
"Bez, Andreas; Bethlehem.","121,5",To Tulpehocken for supplies,1749,,NEUTRAL,Bethlehem,40.86173,-78.73031,Tulpehocken,39.71334,-74.56316
"Binder, Catharine; Bethlehem.","117,4",Visitor at Gnadenhutten,1753,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Binder, Catharine; Bethlehem.","117,4",Returning to Bethlehem,1753,,NEUTRAL,Bethlehem,40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Bird, British captain; Detroit.","147,10",Believes ministers should be taken to Detroit,1779,,NEUTRAL,,,,Detroit,42.33143,-83.04575
"Bischoff, Anna.","117,2",Returning to Bethlehem,1751,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Bischoff, Anna, m. n. Pech, w. of J. David Bischoff.","117,2",Arriving at Gnadenhutten,1751,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Bischoff, Anna, m. n. Pech, w. of J. David Bischoff.","116,2",Coming to Gnadenhutten,1747,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Bischoff, Anna, m. n. Pech, w. of J. David Bischoff.","116,2",Returning to Bethlehem,1747,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Bischoff, Johann David.","116,1",Arriving at Gnadenhutten,1747,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Bischoff, Johann David.","116,1",Starting on journey to Shekomeko,1747,,NEUTRAL,,,,Shekomeko,41.92815,-73.59901
"Bischoff, Johann David.","116,1",Letter read at Gnadenhutten,1747,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Bischoff, Johann David.","116,1",Arriving at Gnadenhutten,1747,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Bischoff, Johann David.","111,1",Visiting friends at Rhinebeck,1746,,POSITIVE,,,,Rhinebeck,41.92676,-73.91264
"Bischoff, Johann David.","116,2",Going to Bethlehem,1747,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Bischoff, Johann David.","116,2",Returning to Bethlehem,1747,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Bischoff, Johann David.","116,2",Coming to Gnadenhutten,1747,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Bischoff, Johann David.","112,13",Results of his work at Shekomeko,1745,,NEUTRAL,,,,Shekomeko,41.92815,-73.59901
"Bischoff, Johann David.","111,1",Service for men at Shekomeko,1746,,NEUTRAL,,,,Shekomeko,41.92815,-73.59901
"Bischoff, Johann David.","117,2",Arriving at Gnadenhutten,1751,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Bischoff, Johann David.","117,2",Returning to Bethlehem,1751,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Bischoff, Johann David.","116,3",Return from Shekomeko reported,1748,,NEUTRAL,,,,Shekomeko,41.92815,-73.59901
"Bischoff, Johann David.","116,6",Coming to Gnadenhutten,1749,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Bischoff, Johann David.","119,1",Duties in Gnadenhutten economy discussed No. 2,1747-10-29,st. vet.,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Bischoff, Johann David.","119,1",In charge of Gnadenhutten store No. 2,1747,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Bischoff, Johann David.","111,1",Going to Rhinebeck,1745,,NEUTRAL,,,,Rhinebeck,41.92676,-73.91264
"Bischoff, Johann David.","116,2",Going to Bethlehem,1747,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Bischoff, Johann David; Bethlehem, Pa.","112,12",Reporting on his journey to Shekomeko,1745,,NEUTRAL,"Bethlehem, Pennsylvania",40.86173,-78.73031,Shekomeko,41.92815,-73.59901
"Bless, Abraham; Bethlehem.","118,1",Coming to Gnadenhutten for business,1754,,NEUTRAL,Bethlehem,40.86173,-78.73031,Gnadenhutten,40.3584,-81.43428
"Blickensdorfer, Christian, Jr.","175,2",Visitor at Goshen,1816,,NEUTRAL,,,,Goshen,41.40204,-74.32432
"Blickensdorfer, Christian, Sr.","175,2",Visitor at Goshen,1817,,NEUTRAL,,,,Goshen,41.40204,-74.32432
"Blickensdorfer, Christian, Sr.","175,2",Ready for trip to Lititz,1817,,POSITIVE,,,,Lititz,40.15732,-76.3069
"Blickensdorfer, Christian, Sr.","175,4",Returned from Lititz,1818,,NEUTRAL,,,,Lititz,40.15732,-76.3069
"Blickensdorfer, Christian, Sr.","173,10",Escorting visitors to Pittsburg,1813,,NEUTRAL,,,,Pittsburg,39.94677,-76.40302
"Blickensdorfer, Christian, Sr.","173,9","With wife, welcomed at Gnadenhutten",1812,,POSITIVE,,,,Gnadenhutten,40.3584,-81.43428
"Blickensdorfer, Frederick, s. John and Elizabeth Blickensdorfer.","173,10",Going to school at Goshen,1813,,NEUTRAL,,,,Goshen,41.40204,-74.32432
"Blickensdorfer, William; Lititz, Pa.","175,2",Visitor at Goshen,1816,,NEUTRAL,,,,Goshen,41.40204,-74.32432
"Blickensdorfer, William; Lititz, Pa.","175,5",Visitor at Goshen,1819,,NEUTRAL,,,,Goshen,41.40204,-74.32432
"Blum, Stephan.","117,4",Coming to Gnadenhutten,1753,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Blum, Stephan.","117,3",Trip to the upper Lehigh River,1752,,NEUTRAL,,,,Lehigh River,40.68899,-75.20434
"Blum, Stephan.","117,3",To Bethlehem for a visit,1751,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Blum, Stephan.","116,6",To Bethlehem for a visit,1749,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Blum, Stephan.","116,7",Coming to Gnadenhutten,1750,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Boehler, Elizabeth (""Liesol"").","118,1",Arriving at Gnadenhutten,1754,,NEUTRAL,Elizabeth,40.66399,-74.2107,Gnadenhutten,40.3584,-81.43428
"Boehler, Elizabeth (""Liesol"").","117,4",Visitor at Gnadenhutten,1753,,NEUTRAL,Elizabeth,40.66399,-74.2107,Gnadenhutten,40.3584,-81.43428
"Boehler, Frans.","117,4",Visitor at Gnadenhutten,1753,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Boehler, Petrus.","112,6",Taking over work at Philadelphia No. 12,1744,,NEUTRAL,,,,Philadelphia,39.95238,-75.16362
"Boehler, Petrus.","112,2",Addressed in letter by Buttner from New York,1744,,NEUTRAL,,,,New York,43.00035,-75.4999
"Boehler, Petrus.","112,2",Urged to come to Shekomeko for a visit,1744,,NEUTRAL,,,,Shekomeko,41.92815,-73.59901
"Boehler, Petrus.","117,4",Opposed to plans of removal to Wyoming,1753,,NEUTRAL,,,,Wyoming,41.47747,-105.63666
"Boehler, Petrus.","117,4",Return from Europe,1753,,NEUTRAL,,,,Europe,45.27262,-86.98636
"Boehler, Petrus.","111,1",Arrival at Shekomeko,1743,,NEUTRAL,,,,Shekomeko,41.92815,-73.59901
"Boehler, Petrus.","111,1",Farewell to Shekomeko,1745,,NEUTRAL,,,,Shekomeko,41.92815,-73.59901
"Boehler, Petrus.","112,10",To have a report on Mack's arrest at Esopus,1745,,NEGATIVE,,,,Esopus,41.82787,-73.96514
"Boehler, Petrus.","112,15",Present at conference in Shekomeko 2/,1745,,NEUTRAL,,,,Shekomeko,41.92815,-73.59901
"Boehler, Petrus.","125,1",Memory of visitation at Shekomeko,1758,,NEUTRAL,,,,Shekomeko,41.92815,-73.59901
"Boehler, Petrus.","124,3",Continuing journey to Nazareth,1762,,NEUTRAL,,,,Nazareth,40.74038,-75.30962
"Boehler, Petrus.","118,3",Visitor at Gnadenhutten,1755,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Boehler, Petrus.","118,3",Visitor at Gnadenhutten,1755,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Boehler, Petrus.","118,3",Announcing journey to Europe,1755,,NEUTRAL,,,,Europe,45.27262,-86.98636
"Boehler, Petrus.","124,4",Parting words to Indians going to Philadelphia,1763,,NEUTRAL,,,,Philadelphia,39.95238,-75.16362
"Boehler, Petrus.","124,4",Visitor at Province Island,1763,,NEUTRAL,,,,"Province Island, Pennsylvania",39.88539,-75.22907
"Boehler, Petrus.","122,3",Performing a baptism at Gnadenhutten,1754,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Boehler, Petrus.","115,11",Reporting on smallpox at Bethlehem,1761,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Boehler, Petrus.","115,11",Reporting on smallpox at Bethlehem,1761,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Boehler, Petrus.","118,1",Visitor at Gnadenhutten,1754,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Boehler, Petrus.","111,1",Address and baptism at Shekomeko,1743,,NEUTRAL,,,,Shekomeko,41.92815,-73.59901
"Boehler, Petrus.","111,1",Return to Bethlehem,1743,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Boehler, Petrus.","118,5",Visitor at Gnadenhutten No. 26,1754,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Boehler, Petrus.","118,2",Address at the Gnadenhutten Synod,1754,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Boehler, Petrus.","118,6",Conducting services at Gnadenhutten No. 1,1755,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Boehler, Petrus.","117,4",Arrival from Europe reported,1753,,NEUTRAL,,,,Europe,45.27262,-86.98636
"Boehler, Petrus.","117,4",Visitor at Gnadenhutten,1753,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Boehler, Petrus.","118,1",Arriving at Gnadenhutten,1754,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Boehler, Petrus.","118,1",Visitor at Gnadenhutten,1754,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Boehler, Petrus.","121,4",Preparing to return to Bethlehem,1748,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Boehler, Petrus.","121,4",Leaving Shamokin,1748,,NEUTRAL,,,,Shamokin,40.78897,-76.55885
"Boehler, Petrus.","116,1",Bringing supplies to Gnadenhutten,1747,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Boehler, Wilhelm.","117,4",Coming to Gnadenhutten,1753,,NEUTRAL,,,,Gnadenhutten,40.3584,-81.43428
"Boehler, Wilhelm; Bethlehem, Pa.","115,3",Returning to Bethlehem,1755,,NEUTRAL,"Bethlehem, Pennsylvania",40.86173,-78.73031,Bethlehem,40.86173,-78.73031
"Boehler, Wilhelm; Bethlehem, Pa.","115,15",Accompanying Petrus Boehler to Europe No. 14,1755,,NEUTRAL,"Bethlehem, Pennsylvania",40.86173,-78.73031,Europe,45.27262,-86.98636
"Boehmer, Martin.","121,6",Arriving at Shamokin,1754,,NEUTRAL,,,,Shamokin,40.78897,-76.55885
"Boehmer, Martin.","121,7",Leaving Shamokin,1755,,NEUTRAL,,,,Shamokin,40.78897,-76.55885
"Boehmer, Martin.","121,8",Staying with Frey at Shamokin No. 9,1755,,NEUTRAL,,,,Shamokin,40.78897,-76.55885
"Boehner, Johannes.","116,4",To Bethlehem with Neisser,1748,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Boehner, Johannes.","116,4",Staying at Bethlehem,1748,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Boehner, Johannes.","116,4",Returning to Bethlehem,1748,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
"Boehner, Johannes.","116,4",To Bethlehem for married people's communion service,1748,,NEUTRAL,,,,Bethlehem,40.86173,-78.73031
